timestamp,open,high,low,close,volume
2024-05-01 06:00:00,169.57,170.17,169.47,169.97,13957
2024-05-01 05:45:00,169.35,169.76,169.35,169.58,2070
2024-05-01 05:30:00,169.54,169.54,169.35,169.35,1527
2024-05-01 05:15:00,169.47,169.68,169.3,169.57,5283
2024-05-01 05:00:00,169.75,169.8,169.33,169.46,8963
2024-05-01 04:45:00,169.63,169.79,169.52,169.78,3764
2024-05-01 04:30:00,169.67,169.69,169.51,169.64,4251
2024-05-01 04:15:00,169.8,169.93,169.51,169.67,3993
2024-05-01 04:00:00,170.83,170.83,169.7,169.8,16417
2024-04-30 19:45:00,170.165,170.23,169.95,169.99,11514
2024-04-30 19:30:00,170.1,170.28,170.03,170.165,13503
2024-04-30 19:15:00,170.21,170.31,170.02,170.1,9833
2024-04-30 19:00:00,170.28,170.31,170.02,170.21,7297
2024-04-30 18:45:00,170.04,170.34,170.0,170.25,16619
2024-04-30 18:30:00,170.001,170.33,170.0,170.04,19938
2024-04-30 18:15:00,170.02,170.15,170.0,170.03,14198
2024-04-30 18:00:00,169.9,174.27,169.75,170.0,39814
2024-04-30 17:45:00,169.79,169.95,169.64,169.93,17547
2024-04-30 17:30:00,169.8,170.0,169.71,169.8,24438
2024-04-30 17:15:00,169.7,170.33,169.6,169.78,22258
2024-04-30 17:00:00,169.9,169.93,169.62,169.695,39518
2024-04-30 16:45:00,169.66,171.316,158.221,169.89,92178
2024-04-30 16:30:00,169.99,170.33,169.31,169.69,192234
2024-04-30 16:15:00,169.98,171.852,169.27,170.0,114162
2024-04-30 16:00:00,170.38,170.89,168.45,170.0,37929798
2024-04-30 15:45:00,172.715,172.94,170.0,170.05,10564886
2024-04-30 15:30:00,172.74,172.905,172.59,172.705,1144160
2024-04-30 15:15:00,172.815,172.985,172.56,172.73,1762273
2024-04-30 15:00:00,173.12,173.26,172.81,172.815,1150980
2024-04-30 14:45:00,173.07,173.19,172.84,173.122,958975
2024-04-30 14:30:00,173.19,173.345,173.032,173.065,876245
2024-04-30 14:15:00,173.56,173.57,173.16,173.18,1304537
2024-04-30 14:00:00,173.68,173.88,173.55,173.555,913281
2024-04-30 13:45:00,173.335,173.75,173.335,173.68,1018623
2024-04-30 13:30:00,173.305,173.385,173.1,173.33,695711
2024-04-30 13:15:00,173.303,173.455,173.22,173.275,831246
2024-04-30 13:00:00,173.86,173.93,173.3,173.303,1138319
2024-04-30 12:45:00,173.44,173.88,173.245,173.865,1123770
2024-04-30 12:30:00,173.84,173.85,173.38,173.44,1022496
2024-04-30 12:15:00,173.76,173.89,173.67,173.837,669189
2024-04-30 12:00:00,174.15,174.2,173.74,173.761,849676
2024-04-30 11:45:00,173.935,174.19,173.79,174.15,860375
2024-04-30 11:30:00,173.87,174.045,173.605,173.93,1040232
2024-04-30 11:15:00,173.95,174.2,173.72,173.865,1254348
2024-04-30 11:00:00,174.17,174.4,173.92,173.955,1671801
2024-04-30 10:45:00,174.76,174.88,174.025,174.16,1616052
2024-04-30 10:30:00,174.425,174.95,174.3,174.76,1483447
2024-04-30 10:15:00,174.61,174.698,174.26,174.43,1328355
2024-04-30 10:00:00,174.46,174.99,174.24,174.6,1993060
2024-04-30 09:45:00,174.07,174.74,173.77,174.46,2360839
2024-04-30 09:30:00,173.33,174.12,172.65,174.09,3432908
2024-04-30 09:15:00,173.55,173.67,173.16,173.2,61017
2024-04-30 09:00:00,173.29,175.335,173.15,173.55,24838
2024-04-30 08:45:00,173.18,173.5,173.05,173.3,24387
2024-04-30 08:30:00,173.66,173.66,172.75,173.13,102825
2024-04-30 08:15:00,173.75,173.75,173.5,173.68,11467
2024-04-30 08:00:00,173.951,174.52,173.5,173.72,108985
2024-04-30 07:45:00,173.94,173.94,173.69,173.78,6720
2024-04-30 07:30:00,173.88,173.97,173.82,173.95,3335
2024-04-30 07:15:00,173.94,174.12,173.83,173.9,10834
2024-04-30 07:00:00,174.22,174.27,173.81,173.92,20445
2024-04-30 06:45:00,174.31,174.34,174.22,174.22,4499
2024-04-30 06:30:00,174.3,174.37,174.27,174.31,5549
2024-04-30 06:15:00,174.39,174.4,174.3,174.34,12351
2024-04-30 06:00:00,174.33,174.39,174.3,174.36,5301
2024-04-30 05:45:00,174.42,174.45,174.19,174.36,2876
2024-04-30 05:30:00,174.07,174.58,174.05,174.42,16063
2024-04-30 05:15:00,174.02,174.09,173.98,174.05,2591
2024-04-30 05:00:00,174.0,174.09,173.95,174.02,5735
2024-04-30 04:45:00,174.02,174.08,173.95,173.96,3962
2024-04-30 04:30:00,173.9,174.08,173.86,174.0,3846
2024-04-30 04:15:00,173.67,173.98,173.67,173.85,9492
2024-04-30 04:00:00,173.76,173.93,173.12,173.69,10847
2024-04-29 19:45:00,173.69,173.7,173.52,173.53,8136
2024-04-29 19:30:00,173.52,173.77,173.52,173.6,11839
2024-04-29 19:15:00,173.65,173.65,173.52,173.535,4684
2024-04-29 19:00:00,173.56,173.7,173.56,173.635,6109
2024-04-29 18:45:00,173.55,173.63,173.52,173.57,7415
2024-04-29 18:30:00,173.57,173.59,173.52,173.58,5329
2024-04-29 18:15:00,173.57,173.6,173.52,173.55,5415
2024-04-29 18:00:00,173.6,173.64,173.5,173.58,1726977
2024-04-29 17:45:00,173.65,173.65,173.55,173.61,4609
2024-04-29 17:30:00,173.55,173.65,173.52,173.625,10200
2024-04-29 17:15:00,173.6,174.301,161.597,173.535,12351
2024-04-29 17:00:00,173.67,177.303,161.597,173.59,18319
2024-04-29 16:45:00,173.67,173.7,173.5,173.63,34245
2024-04-29 16:30:00,173.6,173.8,173.5,173.665,136015
2024-04-29 16:15:00,173.645,173.66,173.5,173.585,16712
2024-04-29 16:00:00,173.53,178.61,173.49,173.66,15316433
2024-04-29 15:45:00,173.805,173.9,173.1,173.53,4518667
2024-04-29 15:30:00,173.825,174.85,173.67,173.81,1415114
2024-04-29 15:15:00,173.79,173.99,173.694,173.825,1327933
2024-04-29 15:00:00,174.62,174.62,173.352,173.79,1893262
2024-04-29 14:45:00,174.404,174.66,174.3,174.62,1179696
2024-04-29 14:30:00,174.26,174.45,173.945,174.4,1385067
2024-04-29 14:15:00,174.29,174.39,174.09,174.266,999109
2024-04-29 14:00:00,174.805,174.806,174.22,174.295,1268976
2024-04-29 13:45:00,174.8,174.87,174.552,174.81,1060556
2024-04-29 13:30:00,174.87,175.105,174.52,174.81,1137571
2024-04-29 13:15:00,174.655,174.89,174.39,174.87,1319591
2024-04-29 13:00:00,174.555,174.75,174.46,174.658,1058540
2024-04-29 12:45:00,174.365,174.67,174.28,174.55,1028498
2024-04-29 12:30:00,174.328,174.46,174.22,174.365,1101538
2024-04-29 12:15:00,174.48,174.53,174.255,174.325,1018173
2024-04-29 12:00:00,174.68,174.825,174.38,174.488,1227247
2024-04-29 11:45:00,174.45,174.71,174.215,174.67,1593792
2024-04-29 11:30:00,174.52,174.63,174.01,174.449,1841454
2024-04-29 11:15:00,174.455,174.69,173.98,174.51,2186602
2024-04-29 11:00:00,174.87,175.13,174.43,174.455,1736713
2024-04-29 10:45:00,174.7,175.07,174.64,174.862,1756544
2024-04-29 10:30:00,174.75,175.05,174.38,174.692,2068668
2024-04-29 10:15:00,175.28,175.41,174.515,174.76,2634818
2024-04-29 10:00:00,175.2,175.99,175.18,175.275,3291592
2024-04-29 09:45:00,175.54,176.03,175.15,175.19,5022346
2024-04-29 09:30:00,173.37,175.81,173.13,175.532,9943931
2024-04-29 09:15:00,173.77,173.79,172.75,173.31,172663
2024-04-29 09:00:00,173.49,173.77,169.955,173.76,166150
2024-04-29 08:45:00,173.657,173.69,169.3,173.51,76746
2024-04-29 08:30:00,173.66,173.7,173.5,173.65,68709
2024-04-29 08:15:00,173.6,173.75,169.01,173.66,64828
2024-04-29 08:00:00,173.65,173.75,169.3,173.595,257959
2024-04-29 07:45:00,173.33,173.68,173.3,173.66,76266
2024-04-29 07:30:00,173.15,173.34,173.01,173.3,58797
2024-04-29 07:15:00,172.61,173.26,172.51,173.12,66530
2024-04-29 07:00:00,172.71,172.82,172.16,172.6,102552
2024-04-29 06:45:00,172.89,172.96,172.62,172.71,32397
2024-04-29 06:30:00,172.64,173.02,172.52,172.93,24398
2024-04-29 06:15:00,172.32,172.73,172.3,172.57,37227
2024-04-29 06:00:00,172.2,172.35,172.18,172.34,20312
2024-04-29 05:45:00,172.2,172.32,172.11,172.2,24818
2024-04-29 05:30:00,172.05,172.25,172.0,172.2,15076
2024-04-29 05:15:00,172.04,172.3,172.0,172.05,23285
2024-04-29 05:00:00,172.0,172.44,171.8,172.09,23868
2024-04-29 04:45:00,171.6,172.22,171.35,172.0,36357
2024-04-29 04:30:00,171.61,171.74,171.5,171.6,21260
2024-04-29 04:15:00,171.78,171.84,171.5,171.61,9949
2024-04-29 04:00:00,171.86,172.13,170.48,171.87,57420
2024-04-26 19:45:00,169.78,169.83,169.57,169.66,8988
2024-04-26 19:30:00,169.85,169.85,169.72,169.79,6897
2024-04-26 19:15:00,169.79,169.86,169.72,169.82,7737
2024-04-26 19:00:00,169.82,169.85,169.6,169.77,5632
2024-04-26 18:45:00,169.56,169.89,169.52,169.86,20626
2024-04-26 18:30:00,169.58,169.66,169.5,169.55,22532
2024-04-26 18:15:00,169.4,170.0,169.38,169.58,32024
2024-04-26 18:00:00,169.422,169.49,169.37,169.41,5970
2024-04-26 17:45:00,169.455,169.5,169.42,169.46,5549
2024-04-26 17:30:00,169.42,169.49,169.32,169.49,6679
2024-04-26 17:15:00,169.42,169.45,169.4,169.42,8735
2024-04-26 17:00:00,169.39,169.44,169.39,169.42,6077
2024-04-26 16:45:00,169.35,175.131,159.919,169.43,98648
2024-04-26 16:30:00,169.3,169.49,169.24,169.35,82771
2024-04-26 16:15:00,169.3,169.53,169.215,169.32,60217
2024-04-26 16:00:00,169.3,170.28,169.14,169.4,12570117
2024-04-26 15:45:00,169.895,170.04,169.18,169.29,4384391
2024-04-26 15:30:00,169.98,170.09,169.849,169.89,1436378
2024-04-26 15:15:00,170.065,170.075,169.94,169.99,971281
2024-04-26 15:00:00,170.01,170.11,169.86,170.065,901712
2024-04-26 14:45:00,169.737,170.02,169.68,170.015,1267107
2024-04-26 14:30:00,169.7,169.826,169.52,169.73,933291
2024-04-26 14:15:00,169.605,169.7,169.51,169.7,907465
2024-04-26 14:00:00,169.48,169.655,169.37,169.605,1086264
2024-04-26 13:45:00,169.454,169.58,169.38,169.475,1278146
2024-04-26 13:30:00,169.88,169.89,169.37,169.45,1111074
2024-04-26 13:15:00,170.005,170.06,169.76,169.875,1043888
2024-04-26 13:00:00,170.016,170.168,169.95,170.01,765405
2024-04-26 12:45:00,170.05,170.26,169.97,170.017,918631
2024-04-26 12:30:00,170.25,170.26,169.93,170.04,1391175
2024-04-26 12:15:00,170.495,170.52,170.21,170.245,1078681
2024-04-26 12:00:00,170.52,170.53,170.31,170.495,907066
2024-04-26 11:45:00,170.745,170.92,170.383,170.52,1150917
2024-04-26 11:30:00,170.685,170.76,170.56,170.755,743007
2024-04-26 11:15:00,170.5,170.73,170.48,170.69,1065454
2024-04-26 11:00:00,171.09,171.34,170.41,170.49,1555427
2024-04-26 10:45:00,170.786,171.18,170.74,171.09,1204016
2024-04-26 10:30:00,170.66,171.1,170.66,170.785,1542610
2024-04-26 10:15:00,170.88,171.06,170.61,170.66,1601745
2024-04-26 10:00:00,170.11,170.95,170.03,170.883,1792728
2024-04-26 09:45:00,170.08,170.45,169.96,170.1,1868360
2024-04-26 09:30:00,169.88,170.71,169.54,170.08,3418933
2024-04-26 09:15:00,170.43,170.77,169.75,169.83,93810
2024-04-26 09:00:00,170.68,170.88,169.155,170.4,47555
2024-04-26 08:45:00,170.55,170.74,170.255,170.67,51481
2024-04-26 08:30:00,170.2,171.0,169.89,170.5,86084
2024-04-26 08:15:00,170.06,170.48,170.006,170.13,22690
2024-04-26 08:00:00,170.012,170.3,169.8,170.07,61273
2024-04-26 07:45:00,169.92,170.3,169.89,170.18,27299
2024-04-26 07:30:00,169.97,169.97,169.8,169.9,4776
2024-04-26 07:15:00,170.03,170.15,169.91,169.97,14239
2024-04-26 07:00:00,169.99,170.14,169.88,170.04,14911
2024-04-26 06:45:00,170.17,170.17,169.87,170.0,16074
2024-04-26 06:30:00,170.19,170.2,170.12,170.13,2469
2024-04-26 06:15:00,170.1,170.21,170.09,170.2,2582
2024-04-26 06:00:00,170.11,170.2,170.04,170.15,3891
2024-04-26 05:45:00,170.11,170.19,170.08,170.11,5714
2024-04-26 05:30:00,170.12,170.15,170.08,170.12,2538
2024-04-26 05:15:00,170.07,170.17,170.02,170.1,4545
2024-04-26 05:00:00,170.13,170.18,170.0,170.1,5681
2024-04-26 04:45:00,170.12,170.23,170.07,170.12,2646
2024-04-26 04:30:00,170.07,170.14,170.01,170.14,3048
2024-04-26 04:15:00,170.05,170.1,170.0,170.08,6519
2024-04-26 04:00:00,170.25,170.28,169.88,170.08,11849
2024-04-25 19:45:00,169.9,169.96,169.63,169.66,37360
2024-04-25 19:30:00,170.085,170.13,169.85,169.9,21984
2024-04-25 19:15:00,170.1,170.15,170.02,170.09,12351
2024-04-25 19:00:00,170.01,170.14,170.0,170.085,13534
2024-04-25 18:45:00,170.17,170.17,169.89,170.03,24578
2024-04-25 18:30:00,170.02,170.26,170.0,170.17,13872
2024-04-25 18:15:00,170.2,170.29,169.911,170.03,31747
2024-04-25 18:00:00,170.23,170.35,169.9,170.28,33710
2024-04-25 17:45:00,170.25,170.39,170.08,170.14,22199
2024-04-25 17:30:00,170.22,170.398,169.89,170.255,229129
2024-04-25 17:15:00,170.48,170.48,170.16,170.289,18955
2024-04-25 17:00:00,170.03,174.467,165.322,170.48,53130
2024-04-25 16:45:00,170.4,170.57,165.54,170.025,138764
2024-04-25 16:30:00,170.32,170.45,169.89,170.4,75095
2024-04-25 16:15:00,170.13,170.39,169.89,170.3,112430
2024-04-25 16:00:00,169.9,170.84,169.463,170.15,14021025
2024-04-25 15:45:00,169.595,170.04,169.51,169.9,4757067
2024-04-25 15:30:00,169.93,169.945,169.41,169.6,1414300
2024-04-25 15:15:00,169.9,170.035,169.82,169.935,1827979
2024-04-25 15:00:00,169.56,169.97,169.5,169.9,1610816
2024-04-25 14:45:00,169.2,169.57,169.01,169.565,1074553
2024-04-25 14:30:00,169.11,169.245,168.96,169.205,948576
2024-04-25 14:15:00,169.52,169.62,169.12,169.13,1043088
2024-04-25 14:00:00,169.56,169.75,169.461,169.51,992745
2024-04-25 13:45:00,169.32,169.61,169.23,169.55,1078129
2024-04-25 13:30:00,169.055,169.34,168.86,169.315,900779
2024-04-25 13:15:00,169.105,169.25,168.928,169.06,649539
2024-04-25 13:00:00,169.36,169.45,169.0,169.107,1002175
2024-04-25 12:45:00,169.23,169.538,169.173,169.36,1103881
2024-04-25 12:30:00,169.188,169.26,168.92,169.24,813662
2024-04-25 12:15:00,168.67,169.2,168.66,169.19,976504
2024-04-25 12:00:00,168.54,168.94,168.5,168.66,1074511
2024-04-25 11:45:00,168.47,168.555,168.23,168.55,921540
2024-04-25 11:30:00,168.565,168.58,168.151,168.47,1240321
2024-04-25 11:15:00,168.82,168.87,168.45,168.568,1293377
2024-04-25 11:00:00,168.57,168.85,168.51,168.83,1041308
2024-04-25 10:45:00,169.01,169.045,168.52,168.575,1119828
2024-04-25 10:30:00,168.91,169.086,168.63,169.013,1460694
2024-04-25 10:15:00,168.686,168.925,168.47,168.917,1814510
2024-04-25 10:00:00,169.02,169.49,168.67,168.68,2240098
2024-04-25 09:45:00,169.45,169.975,168.925,169.01,2110776
2024-04-25 09:30:00,169.525,170.61,169.15,169.44,6218565
2024-04-25 09:15:00,167.9,169.6,167.9,169.54,167571
2024-04-25 09:00:00,168.34,168.75,167.81,167.9,80986
2024-04-25 08:45:00,168.8,168.95,168.11,168.34,96956
2024-04-25 08:30:00,169.55,176.55,167.355,168.8,95174
2024-04-25 08:15:00,169.34,169.65,169.02,169.55,32491
2024-04-25 08:00:00,168.664,169.37,168.48,169.34,56777
2024-04-25 07:45:00,169.07,169.23,169.07,169.2,5341
2024-04-25 07:30:00,169.15,169.25,169.01,169.19,7099
2024-04-25 07:15:00,168.88,169.35,168.85,169.15,14745
2024-04-25 07:00:00,168.86,168.96,168.62,168.81,16247
2024-04-25 06:45:00,169.02,169.02,168.8,168.81,3907
2024-04-25 06:30:00,168.99,169.02,168.94,169.02,620
2024-04-25 06:15:00,169.0,169.02,168.91,168.99,807
2024-04-25 06:00:00,169.1,169.14,169.0,169.01,3708
2024-04-25 05:45:00,169.08,169.18,169.03,169.1,1616
2024-04-25 05:30:00,168.89,169.07,168.87,169.07,3470
2024-04-25 05:15:00,168.95,168.98,168.84,168.89,2658
2024-04-25 05:00:00,168.81,169.0,168.75,168.98,2442
2024-04-25 04:45:00,169.03,169.13,168.72,168.8,6525
2024-04-25 04:30:00,168.92,169.23,168.91,169.03,6602
2024-04-25 04:15:00,168.77,168.96,168.72,168.9,11020
2024-04-25 04:00:00,169.1,169.13,168.6,168.73,17753
2024-04-24 19:45:00,169.2,169.25,169.05,169.15,15443
2024-04-24 19:30:00,169.235,169.34,169.15,169.2,6861
2024-04-24 19:15:00,169.2,169.345,169.105,169.34,22890
2024-04-24 19:00:00,169.13,169.25,169.01,169.16,16018
2024-04-24 18:45:00,169.15,169.35,169.11,169.13,9571
2024-04-24 18:30:00,169.4,169.76,169.02,169.11,34909
2024-04-24 18:15:00,169.3,169.96,169.25,169.42,20328
2024-04-24 18:00:00,169.1,170.0,169.0,169.33,29541
2024-04-24 17:45:00,168.76,169.21,168.6,169.1,28436
2024-04-24 17:30:00,169.05,169.15,168.59,168.61,112439
2024-04-24 17:15:00,169.24,169.35,168.9,169.05,208539
2024-04-24 17:00:00,168.92,169.3,168.8,169.28,56146
2024-04-24 16:45:00,169.21,203.401,156.174,168.922,77734
2024-04-24 16:30:00,168.59,169.25,168.58,169.25,175047
2024-04-24 16:15:00,169.02,169.5,168.02,168.7,114903
2024-04-24 16:00:00,168.95,190.51,168.27,168.55,15133325
2024-04-24 15:45:00,169.185,169.3,168.62,168.95,4084933
2024-04-24 15:30:00,169.054,169.23,168.995,169.185,1451111
2024-04-24 15:15:00,168.64,169.09,168.57,169.055,1212171
2024-04-24 15:00:00,168.45,168.68,168.341,168.65,874273
2024-04-24 14:45:00,168.45,168.585,168.28,168.45,869130
2024-04-24 14:30:00,168.75,168.755,168.4,168.456,810239
2024-04-24 14:15:00,168.77,168.89,168.69,168.75,802604
2024-04-24 14:00:00,169.105,169.12,168.74,168.77,985574
2024-04-24 13:45:00,168.98,169.29,168.97,169.109,976871
2024-04-24 13:30:00,168.47,169.05,168.46,168.99,1096010
2024-04-24 13:15:00,168.47,168.642,168.33,168.462,603052
2024-04-24 13:00:00,168.36,168.64,168.25,168.475,744933
2024-04-24 12:45:00,168.33,168.435,168.11,168.355,1025323
2024-04-24 12:30:00,168.725,168.85,168.32,168.33,1357157
2024-04-24 12:15:00,168.8,168.84,168.25,168.725,1213910
2024-04-24 12:00:00,168.59,169.28,168.58,168.79,2099208
2024-04-24 11:45:00,168.01,168.73,167.935,168.59,1873299
2024-04-24 11:30:00,167.925,168.42,167.91,168.005,1349518
2024-04-24 11:15:00,167.755,168.1,167.74,167.92,1072923
2024-04-24 11:00:00,167.72,168.19,167.715,167.75,1433632
2024-04-24 10:45:00,167.71,167.91,167.52,167.73,1217955
2024-04-24 10:30:00,167.995,168.28,167.7,167.708,1447372
2024-04-24 10:15:00,167.99,168.11,167.78,167.995,1355161
2024-04-24 10:00:00,167.54,168.3,167.519,167.99,2159404
2024-04-24 09:45:00,167.325,167.93,167.08,167.53,2259264
2024-04-24 09:30:00,166.54,167.49,166.21,167.31,3524355
2024-04-24 09:15:00,166.49,166.65,166.13,166.52,81579
2024-04-24 09:00:00,166.55,166.59,166.45,166.45,22441
2024-04-24 08:45:00,166.675,166.7,166.49,166.58,37570
2024-04-24 08:30:00,166.76,166.9,163.955,166.67,30630
2024-04-24 08:15:00,166.52,166.78,166.52,166.78,27789
2024-04-24 08:00:00,166.97,167.93,166.4,166.53,69619
2024-04-24 07:45:00,166.73,166.8,166.39,166.76,19166
2024-04-24 07:30:00,166.58,166.74,166.45,166.73,34776
2024-04-24 07:15:00,166.57,166.69,166.45,166.55,24438
2024-04-24 07:00:00,166.94,167.03,166.32,166.53,40760
2024-04-24 06:45:00,166.95,167.05,166.91,166.99,3980
2024-04-24 06:30:00,167.18,167.19,166.93,166.95,11574
2024-04-24 06:15:00,167.24,167.25,167.12,167.18,3188
2024-04-24 06:00:00,167.26,167.26,167.1,167.14,9624
2024-04-24 05:45:00,167.16,167.29,167.04,167.28,6114
2024-04-24 05:30:00,167.3,167.3,167.13,167.14,4672
2024-04-24 05:15:00,167.27,167.38,167.2,167.28,7954
2024-04-24 05:00:00,167.18,167.3,167.17,167.3,3105
2024-04-24 04:45:00,167.3,167.3,167.12,167.19,3424
2024-04-24 04:30:00,167.21,167.34,167.15,167.3,11264
2024-04-24 04:15:00,167.16,167.25,167.16,167.18,4311
2024-04-24 04:00:00,167.19,167.92,166.96,167.23,20927
2024-04-23 19:45:00,166.77,167.18,166.7,166.94,41256
2024-04-23 19:30:00,166.83,166.89,166.49,166.76,24672
2024-04-23 19:15:00,166.855,166.9,166.66,166.76,9050
2024-04-23 19:00:00,166.84,166.93,166.71,166.81,11649
2024-04-23 18:45:00,166.7,166.91,166.64,166.82,27409
2024-04-23 18:30:00,166.61,166.75,166.57,166.718,8954
2024-04-23 18:15:00,166.695,166.79,166.55,166.61,27883
2024-04-23 18:00:00,167.11,167.11,166.55,166.67,48918
2024-04-23 17:45:00,167.13,167.27,166.85,167.12,42511
2024-04-23 17:30:00,167.165,167.24,166.9,167.14,185616
2024-04-23 17:15:00,167.079,167.28,166.915,167.07,32171
2024-04-23 17:00:00,167.09,167.17,167.0,167.05,36757
2024-04-23 16:45:00,167.01,198.982,153.033,167.06,65446
2024-04-23 16:30:00,167.02,188.176,166.9,167.04,53513
2024-04-23 16:15:00,166.9,167.08,166.82,167.04,48584
2024-04-23 16:00:00,166.9,167.062,166.75,166.88,17623789
2024-04-23 15:45:00,166.975,167.05,166.755,166.91,4180346
2024-04-23 15:30:00,166.84,166.99,166.79,166.98,1492880
2024-04-23 15:15:00,166.83,166.868,166.755,166.84,994387
2024-04-23 15:00:00,166.78,166.87,166.5,166.827,1001457
2024-04-23 14:45:00,166.84,166.867,166.66,166.78,877857
2024-04-23 14:30:00,166.84,166.86,166.74,166.85,755909
2024-04-23 14:15:00,166.785,166.86,166.745,166.84,686513
2024-04-23 14:00:00,166.76,166.84,166.67,166.78,710517
2024-04-23 13:45:00,166.53,166.77,166.488,166.75,849796
2024-04-23 13:30:00,166.395,166.56,166.325,166.51,580007
2024-04-23 13:15:00,166.26,166.44,166.22,166.392,611633
2024-04-23 13:00:00,166.46,166.63,166.17,166.255,1247630
2024-04-23 12:45:00,166.6,166.64,165.26,166.453,771858
2024-04-23 12:30:00,166.27,166.64,166.22,166.59,1405320
2024-04-23 12:15:00,166.17,166.27,166.057,166.27,876264
2024-04-23 12:00:00,166.36,166.39,166.075,166.18,942610
2024-04-23 11:45:00,166.56,166.56,166.245,166.359,856628
2024-04-23 11:30:00,166.62,166.7,166.32,166.56,1120565
2024-04-23 11:15:00,166.52,166.98,166.42,166.625,1957355
2024-04-23 11:00:00,166.55,166.64,166.36,166.51,1185792
2024-04-23 10:45:00,166.545,166.63,166.29,166.54,1037225
2024-04-23 10:30:00,165.82,166.62,165.82,166.545,1890115
2024-04-23 10:15:00,166.08,166.58,165.62,165.82,2392861
2024-04-23 10:00:00,166.12,166.71,165.359,166.08,2372343
2024-04-23 09:45:00,165.69,166.58,165.69,166.16,2102351
2024-04-23 09:30:00,165.35,165.96,164.92,165.67,3404550
2024-04-23 09:15:00,165.93,166.0,165.257,165.31,93373
2024-04-23 09:00:00,166.045,166.1,165.8,165.95,36043
2024-04-23 08:45:00,165.75,179.045,165.545,166.1,48049
2024-04-23 08:30:00,165.45,165.84,165.27,165.7,39928
2024-04-23 08:15:00,165.36,165.84,165.11,165.42,42607
2024-04-23 08:00:00,165.677,166.25,164.8,165.315,81505
